FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
498252.txt,https://www.isuog.org,20,www.isuog.org,13,0,org,100,1,0.0799628,0.063697057,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1374,915,1,isuog,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,18,11,14,101,1,92,1
119682.txt,https://www.hostmaster.ua,24,www.hostmaster.ua,17,0,ua,100,1,0.0023239,0.061301406,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,312,157,1,hostmaster,100,100,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,13,4,2,37,0,9,1
628494.txt,https://www.bigconstrutora.com.br,32,www.bigconstrutora.com.br,25,0,br,100,0.833333333,0.0094423,0.061808105,2,2,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,890,186,1,igconstrutoracom,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,1,31,36,13,42,0,11,1
892196.txt,https://www.iain-ternate.ac.id,29,www.iain-ternate.ac.id,22,0,id,100,0.533333333,0.0014653,0.069546984,2,2,0,0,0,14,0.483,0,0,0,0,0,3,0.103,1,743,419,1,an-ternateac,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,6,11,0,1,54,1
mw66913.txt,http://www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,47,www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,41,0,ws,16.60066895,0.264705882,0.0003477,0.020334595,2,1,0,0,0,14,0.298,21,0.447,0,0,0,1,0.021,0,13,244,1,l3a40b16a45b1120615b5d1cc655d7da4a,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427197.txt,https://www.colorii.com,22,www.colorii.com,15,0,com,100,1,0.5229071,0.076037047,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1395,1807,1,lorii,71.42857143,71.42857143,1,1,1,1,0,1,0,3,0,1,1,1,0,0,1,0,1,25,11,25,79,3,89,1
mw15920.txt,http://www.pwuxmeudaj.cf,23,www.pwuxmeudaj.cf,17,0,cf,47.33727811,1,0.0001858,0.040425608,2,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,20,210,1,pwuxmeudaj,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156188.txt,https://www.elcalifa.com.mx,26,www.elcalifa.com.mx,19,0,mx,100,0.75,0.0017218,0.065653355,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,7254,2088,1,elcalifaco,0,0,1,0,1,1,0,0,9,2,0,1,1,0,0,0,1,0,1,41,16,40,43,28,15,1
464697.txt,https://www.art-it.asia,22,www.art-it.asia,15,0,asia,100,0.666666667,0.0002355,0.064677774,4,1,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,1581,1931,1,art-it,100,100,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,63,15,22,212,0,216,1
8048476.txt,http://forcedie17.temp.swtest.ru/postounatou/postounatou/post/login/login.php,77,forcedie17.temp.swtest.ru,25,0,ru,14.57430296,0.5,0.0180132,0.056989683,2,2,0,0,0,59,0.766,2,0.026,0,0,0,9,0.117,0,183,727,1,forcedie17tempswtestpostounatoupostounatoupostloginloginphp,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,4,5,0,0,0,0
30718.txt,https://www.apptha.com,21,www.apptha.com,14,0,com,100,1,0.5229071,0.058382725,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,432,1553,1,apptha,100,100,1,1,0,0,0,1,0,4,0,1,1,0,0,0,1,0,1,3,2,6,50,2,62,1
603896.txt,https://www.zomoplus.store,25,www.zomoplus.store,18,0,store,100,1,0.0003212,0.058490239,5,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1794,2679,1,zomoplus,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,21,36,18,80,0,39,1
521213.txt,https://www.drskinhealth.com,27,www.drskinhealth.com,20,0,com,100,1,0.5229071,0.055469139,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2341,16460,1,drskinhealth,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,23,6,18,52,3,19,1
mw56125.txt,http://www.sebastians.cf,23,www.sebastians.cf,17,0,cf,87.34693878,1,0.0001858,0.062814806,2,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,20,211,1,sebastians,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534254.txt,https://www.lovebeehive.com,26,www.lovebeehive.com,19,0,com,100,1,0.5229071,0.06233847,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2654,3979,1,lovebeehive,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,91,4,18,83,5,18,1
8053155.txt,https://acesseonline-fevereiro.net/luiza/?userid=&uri=atzkkwfy5s23fyuju9p+tmvfudyjnultmi2mrlcv9tg=,98,acesseonline-fevereiro.net,26,0,net,13.5341202,0.590909091,0.0384199,0.045335591,3,0,0,0,0,74,0.755,6,0.061,3,1,0,6,0.102,1,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160239.txt,https://www.cieletespace.fr,26,www.cieletespace.fr,19,0,fr,100,1,0.0141483,0.064760075,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,642,417,1,cieletespace,100,100,1,1,1,0,0,1,2,0,1,1,1,1,0,0,1,0,1,22,4,11,47,4,62,1
534277.txt,https://www.nataschavonhirschhausen.com,38,www.nataschavonhirschhausen.com,31,0,com,100,1,0.5229071,0.059879769,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,2722,9379,1,nataschavonhirschhausen,100,100,0,0,1,0,0,1,0,20,0,1,1,1,1,1,1,0,1,120,4,19,175,0,510,1
629945.txt,https://www.borizcustomsportsjerseys.com,39,www.borizcustomsportsjerseys.com,32,0,com,100,1,0.5229071,0.059137082,3,1,0,0,0,26,0.667,0,0,0,0,0,1,0.026,1,663,424,1,borizcustomsportsjerseys,100,100,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,6,13,20,65,0,43,1
768783.txt,https://www.virtualcohen.com,27,www.virtualcohen.com,20,0,com,100,1,0.5229071,0.062070551,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,393,2005,1,virtualhen,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,2,7,0,1,1
440099.txt,https://www.smujo.id,19,www.smujo.id,12,0,id,100,1,0.0014653,0.053423702,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,570,773,1,smujo,100,100,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,0,1,60,0,72,1
8020794.txt,http://otwtmbrotq.duckdns.org,28,otwtmbrotq.duckdns.org,22,0,org,41.10671937,0.611111111,0.0799628,0.051978489,3,1,0,0,0,19,0.679,0,0,0,0,0,2,0.071,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579157.txt,https://www.ecseonline.com,25,www.ecseonline.com,18,0,com,100,1,0.5229071,0.074663503,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1185,9614,1,ecseonline,100,100,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,38,22,31,132,1,108,1
774906.txt,https://www.kerstopkeukenhof.nl,30,www.kerstopkeukenhof.nl,23,0,nl,100,1,0.0082003,0.053215869,2,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,297,765,1,kerstopkeukehof,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,7,2,0,3,1
39890.txt,https://www.wp-amazon-plugin.com,31,www.wp-amazon-plugin.com,24,0,com,100,0.4375,0.5229071,0.053092883,3,1,0,0,0,16,0.516,0,0,0,0,0,3,0.097,1,1219,12649,1,wp-amazon-plugin,100,100,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,18,3,30,105,11,115,1
228863.txt,https://www.acc.co.nz,20,www.acc.co.nz,13,0,nz,100,0.666666667,0.0019933,0.076658631,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,2541,445,1,accco,0,0,1,0,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,15,2,14,209,0,8,1
382828.txt,https://www.noticiasdealava.eus,30,www.noticiasdealava.eus,23,0,eus,100,1,0.0001069,0.06417545,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,15442,15789,1,noticiasdealava,100,100,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,438,6,13,719,0,375,1
244849.txt,https://www.enerjoy.life,23,www.enerjoy.life,16,0,life,100,1,0.0002548,0.054130147,4,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,849,1820,1,enerjoy,100,100,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28,21,24,37,0,45,1
709017.txt,https://www.qatargenome.org.qa,29,www.qatargenome.org.qa,22,0,qa,100,0.8,0.0000608,0.060330773,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,2124,854,1,atargenomeorg,0,0,1,0,1,0,0,0,0,7,0,1,1,1,0,1,0,0,1,94,2,1,115,6,8,1
31713.txt,https://www.idigbio.org,22,www.idigbio.org,15,0,org,100,1,0.0799628,0.059766578,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,711,7533,1,idigbio,100,100,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,44,49,29,56,0,22,1
95918.txt,https://www.energy-community.org,31,www.energy-community.org,24,0,org,100,0.625,0.0799628,0.060297592,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,3776,1103,1,energy-community,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,45,1,20,171,75,11,1
870951.txt,https://www.tcdsu.org,20,www.tcdsu.org,13,0,org,100,1,0.0799628,0.058571081,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1029,2517,1,tcdsu,100,100,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,18,5,15,91,4,29,1
805256.txt,https://www.biomagazin.de,24,www.biomagazin.de,17,0,de,100,1,0.0326503,0.054307626,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2414,1592,1,biomagazin,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,50,3,3,172,19,34,1
7994845.txt,https://att-104569.weeblysite.com/,33,att-104569.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044014391,3,1,0,0,0,16,0.485,6,0.182,0,0,0,3,0.091,1,13,101,1,att-104569weeblysite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
696552.txt,https://www.interislander.co.nz,30,www.interislander.co.nz,23,0,nz,100,0.875,0.0019933,0.065186719,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,1832,480,1,iterisladerco,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,38,3,7,105,0,21,1
177967.txt,https://www.reflectionofsanity.com,33,www.reflectionofsanity.com,26,0,com,100,1,0.5229071,0.063444615,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,2614,7353,1,reflectionofsanity,100,100,1,0,0,0,0,0,7,3,0,0,1,1,0,0,0,0,1,33,7,18,119,1,138,1
126584.txt,https://www.fernandoalonso.com,29,www.fernandoalonso.com,22,0,com,100,1,0.5229071,0.069572626,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,638,2562,1,fernandoalonso,100,100,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,27,11,13,46,1,55,1
145712.txt,https://www.acsa-arch.org,24,www.acsa-arch.org,17,0,org,100,0.555555556,0.0799628,0.069624891,3,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1863,9381,1,acsa-arch,100,100,0,1,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,72,34,53,161,0,198,1
717767.txt,https://www.southlandcasino.com,30,www.southlandcasino.com,23,0,com,100,1,0.5229071,0.064075127,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1122,1903,1,southlandcasino,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,1,1,0,1,110,3,4,99,0,22,1
521042.txt,https://www.7marvels.co.uk,25,www.7marvels.co.uk,18,0,uk,100,0.818181818,0.028555,0.055642237,2,2,0,0,0,10,0.4,1,0.04,0,0,0,2,0.08,1,2319,9381,1,7marvelsco,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,49,8,47,149,2,144,1
88425.txt,https://www.secrethitler.com,27,www.secrethitler.com,20,0,com,100,1,0.5229071,0.066898846,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,10022,2121,1,secrethitler,100,100,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,4,1,0,0,1
8028520.txt,https://perte-dimension.web.app/,31,perte-dimension.web.app,23,0,app,60.36546944,0.526315789,0.001502,0.057849216,3,1,0,0,0,20,0.645,0,0,0,0,0,3,0.097,1,108,8125,1,perte-dimensionweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
781104.txt,https://www.groupfacilitation.net,32,www.groupfacilitation.net,25,0,net,100,1,0.0384199,0.060530096,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,244,1074,1,groupfacilitation,100,100,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,2,1,0,5,1
899970.txt,https://www.kiteman.co.uk,24,www.kiteman.co.uk,17,0,uk,100,0.8,0.028555,0.06317411,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,758,399,1,kitemanco,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10,6,11,35,2,1,1
561670.txt,https://www.libertarian.ca,25,www.libertarian.ca,18,0,ca,100,1,0.0101825,0.062872535,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,6816,1557,1,libertarian,100,100,1,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,6,1,14,70,0,12,1
15288.txt,https://www.gumtree.com.au,25,www.gumtree.com.au,18,0,au,100,0.727272727,0.0100856,0.066957378,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,8394,39134,1,gumtreecom,0,0,1,1,0,1,0,1,0,3,0,1,1,1,0,1,1,0,1,34,1,23,761,15,26,1
mw17646.txt,http://www.gmarket.system-ns.org,31,www.gmarket.system-ns.org,25,0,org,51.63883735,0.470588235,0.0799628,0.058998283,3,2,0,0,0,17,0.548,0,0,0,0,0,3,0.097,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105348.txt,https://www.ichijinsha.co.jp,27,www.ichijinsha.co.jp,20,0,jp,100,0.846153846,0.0230451,0.053199965,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,591,344,1,ichiinshaco,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36,5,8,48,0,50,1
136022.txt,https://www.ags.school.nz,24,www.ags.school.nz,17,0,nz,100,0.7,0.0019933,0.06228813,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,895,16245,1,agsschool,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,15,14,38,161,0,176,1
243970.txt,https://www.mapsalud.com,23,www.mapsalud.com,16,0,com,100,1,0.5229071,0.058543573,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,776,474,1,mapsalud,100,100,1,0,0,0,0,1,0,3,0,1,1,0,0,1,0,0,1,2,5,10,2,1,14,1
753375.txt,https://www.rakennuslehti.fi,27,www.rakennuslehti.fi,20,0,fi,100,1,0.0027596,0.052936489,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,9234,2571,1,rakennuslehti,100,100,1,0,1,0,0,1,0,3,0,1,1,1,1,0,0,0,0,150,2,8,1016,6,1015,1
236422.txt,https://www.psd-dude.com,23,www.psd-dude.com,16,0,com,100,0.625,0.5229071,0.051959848,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,644,1463,1,psd-dude,100,100,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,11,4,8,94,0,44,1
504954.txt,https://www.ihub-tansa.jaxa.jp,29,www.ihub-tansa.jaxa.jp,22,0,jp,100,0.4,0.0230451,0.046509561,2,2,0,0,0,14,0.483,0,0,0,0,0,3,0.103,1,451,384,1,ihub-tansaaxa,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,1,4,39,0,30,1
571378.txt,https://www.shoppersshop.com,27,www.shoppersshop.com,20,0,com,100,1,0.5229071,0.058644706,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,210,541,1,shoppersshop,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1,6,54,0,59,1
818187.txt,https://www.extensionmethod.net,30,www.extensionmethod.net,23,0,net,100,1,0.0384199,0.063767167,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1216,854,1,extensionmethod,100,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,207,0,2,1
693425.txt,https://www.ireallytrade.com,27,www.ireallytrade.com,20,0,com,100,1,0.5229071,0.06352436,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,357,1586,1,ireallytrade,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,27,4,9,40,5,9,1
432785.txt,https://www.broesels-buecherregal.de,35,www.broesels-buecherregal.de,28,0,de,100,0.619047619,0.0326503,0.059401794,2,1,0,0,0,21,0.6,0,0,0,0,0,2,0.057,1,982,9381,1,broesels-buecherregal,100,100,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,16,3,5,77,9,79,1
822659.txt,https://www.ijesc.org,20,www.ijesc.org,13,0,org,100,1,0.0799628,0.06448957,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,582,700,1,ijesc,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18,4,10,52,1,60,1
412992.txt,https://www.grundeinkommen.ch,28,www.grundeinkommen.ch,21,0,ch,100,1,0.0049832,0.05880511,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1308,8047,1,grundeinkommen,100,100,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,17,27,123,0,142,1
8005878.txt,https://btopenworldwebmailing.square.site/,41,btopenworldwebmailing.square.site,33,0,site,50.86695835,0.785714286,0.0017656,0.055099153,4,1,0,0,0,31,0.756,0,0,0,0,0,2,0.049,1,68,80,1,btopenworldwebmailingsquare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8021157.txt,https://visualize-detalhes-online.com/luiza/?userid=13&amp;uri=xudbvbjytdk,73,visualize-detalhes-online.com,29,0,com,26.19272782,0.4,0.5229071,0.048629017,3,0,0,0,0,53,0.726,2,0.027,2,1,0,7,0.137,1,90,394,1,visualize-detalhes-onlineluiza?userid=13&amp;uri=xudbvbjytd,0,98.33333333,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
597138.txt,https://www.rusticity.com,24,www.rusticity.com,17,0,com,100,1,0.5229071,0.058895576,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,3026,2675,1,rusticity,100,100,1,0,1,1,0,1,0,22,0,1,1,0,1,1,1,0,1,35,22,37,234,19,18,1
587304.txt,https://www.esurranty.com,24,www.esurranty.com,17,0,com,100,1,0.5229071,0.062196074,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2351,19511,1,esurranty,100,100,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,13,17,13,92,18,91,1
587827.txt,https://www.hallekis.com,23,www.hallekis.com,16,0,com,100,1,0.5229071,0.059072935,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1081,654,1,hallekis,100,100,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,218,2,5,0,0,28,1
mw65631.txt,http://www.fgurb.cannca.shop,27,www.fgurb.cannca.shop,21,0,shop,57.90080738,0.583333333,0.0004041,0.05467462,4,2,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,8,41,1,fgurbcannca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433055.txt,https://www.observatoryoc.com,28,www.observatoryoc.com,21,0,com,100,1,0.5229071,0.06722817,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1867,1159,1,observatoryoc,100,100,0,0,1,0,0,0,0,6,0,1,1,1,0,0,1,0,1,16,13,45,47,0,22,1
554317.txt,https://www.creamwine.com,24,www.creamwine.com,17,0,com,100,1,0.5229071,0.069472147,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,248,456,1,creamwine,100,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,5,10,20,0,13,1
126893.txt,https://www.slow-journalism.com,30,www.slow-journalism.com,23,0,com,100,0.733333333,0.5229071,0.059473879,3,1,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,593,8047,1,slow-journalism,100,100,1,1,1,0,0,1,0,2,0,1,0,0,0,1,1,0,1,28,2,9,59,0,76,1
403739.txt,https://www.narcissisticabuserehab.com,37,www.narcissisticabuserehab.com,30,0,com,100,1,0.5229071,0.062288879,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,1397,9381,1,narcissisticabuserehab,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,32,9,25,121,1,138,1
125033.txt,https://www.mercatus.com,23,www.mercatus.com,16,0,com,100,1,0.5229071,0.068545766,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,768,9381,1,mercatus,100,100,1,1,1,0,0,1,0,9,0,1,0,1,0,0,0,0,1,14,5,17,72,0,75,1
630880.txt,https://www.dellsramada.com,26,www.dellsramada.com,19,0,com,100,1,0.5229071,0.064215317,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1563,9381,1,dellsramada,100,100,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,18,9,14,44,12,48,1
45996.txt,https://www.zadar.hr,19,www.zadar.hr,12,0,hr,100,1,0.0005731,0.047339767,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2435,15877,1,zadar,100,100,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,89,3,7,185,5,26,1
